id,type,text,label
895,safe,"nama1, ntar bilang aja ke kaka kamu, pas instal ulang gagal ngeformat C nya, ada error tpi semua data di C nya udah keformat. Pas mau nyoba instal windows nya, muncul error yg sama, error code 0x80070057. Kemungkinan ada yg rusak di harddisk nya.",0
896,safe,Lagian pasti ga boleh gera sma si kaka tp kalo dianterin aku ga enak,0
897,phishing,"Kemudahan dan Keamanan bisnis TOGEL kini Berbentuk online, Bergabung dan raih keberuntungan anda di www.brotogel6.com Satu-satunya situs togel online terpercaya",1
898,phishing,5 HARI LAGI ! EKSTRA Pulsa 50rb dg beli paket internet bulanan di MyTelkomsel utk pembelian pertama sjk 25Aug-25Sept. Cek detail promo di tsel.me/mytsel1,1
899,phishing,km dari BANK BRI Sdh tlp tdk bs jd km SMS No.PIN Pemenang anda KG65H8K9 M-dpt HADIAH dari Untung Bliung BritAma Info klik www.HadiahkejutangBri.blogspot.com,1
900,safe,Terimakasih telah melakukan pengisian ulang dgn SN 41000795569091 senilai 20000.,0
901,phishing,"PESAN RESMI dri TRI CARE Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt Pin undian 94AD653, U/Info kunjungi;www.undian-bimatri.blogspot.com",1
902,phishing,Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#,1
903,safe,Bntr lg kan mau sholat mel. Nanti keluar upinet kasih tau ya. Males balik,0
904,safe,Di kfc yg deket enhaii ada dy,0
905,safe,Semoga dipermudahkan urusan bersalin & semoga dipermudahkan segala urusan,0
906,safe,"Kan bapaknya ngomong2 ya, trs ditanya siapa itu, aku blg lg rame ma sibuk dikampus nanti yaa",0
907,safe,"Selamat sore teh, ini dg nama1 lg nyari kosan perbulan. Apakah ada yg kosong teh disana? Terima kasih.",0
908,phishing,Nikmati EKSTRA PULSA 100% dgn isi ulang min. 50rb HANYA di aplikasi MyTelkomsel menggunakan T-Cash! Download di http://tsel.me/1 Promo s/d 11 Agst 2016,1
909,phishing,Kak.. saya book dulu boleh ps4 tu?? Tengah hari ni saya collect.. masih ada kan?,1
910,phishing,ini rekeningnya bank bri.no/rek.018801.006474.53.2.a/n:IR MAYANI,1
911,phishing,"Kami boleh menyelesaikan urusan surat kastam perjalanan barangan anda, di sini anda perlu membuat transaksi sekali lagi bernilai rm 250",1
912,phishing,"Tambahan THR dr MatahariMall. Kode THR6 utk Diskon 6% Elektronik, kode THR15 utk Diskon 15% Lifestyle, kode THR25 utk Diskon 25% Fashion. http://mthr.ml/TSELTHR",1
913,safe,Kita kmpul yu sblum puasa :-) waktunya,0
914,safe,"sape nak present f2f, boleh sape nak pakai video, boleh",0
915,phishing,Hari ini! BRONET 24Jam 3GB 60hr Rp31900 dan BRONETSpecial 6GB 60hr (3GB 24Jam+3GB 00-06) Rp34900 di *123*888# SEGERA aktifkan paketnya sekarang!! Info838 LD300,1
916,safe,settle dahhh,0
917,phishing,"Jangan dikejar diskon berlari, beli RAWIT diskon datang sendiri.AYO isi ulang kartu AXIS kamu sekarang,dan pastikan besok ikutan promo Rabu RAWIT.Info838.LD279",1
918,safe,nanti lidah kena potong,0
919,phishing,"Hi encik, saya dapat nombor ni dari kawan saya. Saya sedang cari parttime worker untuk projek online. Income harian RM200–600. Jika berminat, join sini:",1
920,phishing,"Kami dr Ktr INDOSAT sdh hub nmr anda tp tdk trsambung,jd kami krm SMS bhw no anda mendpt mobil JAGUAR PIN;d377hi8 info www.kejutanindosat-plusplus.weebly.com",1
921,safe,Maaf kaprodi kita itu siapa yah hehe,0
922,safe,Tunggu aja dulu di lobi bawah kalo saya belum datang ya...,0
923,safe,diorang ada set limit ke berapa lama kita boleh iv?,0
924,phishing,Polaris Recruitment: Candidate shortlisted for remote data-entry position. Confirm interest via: <link>.,1
925,phishing,NOTIS PERHATIAN : Kad debit anda akan tamat tempoh malam ini. Dapatkan kad gantian percuma: <link>.,1
926,phishing,[ALERT] Seseorang cuba akses akaun anda menggunakan kata laluan lama. Sahkan keselamatan: <fake-link>,1
927,phishing,"RM0 MayBank: Waktu akhir untuk menebus! 8,119 mata kad kredit anda tamat tempoh hari ini. Tuntut ganjaran eksklusif anda sekarang: https://maybankct2u.com/my",1
928,safe,sorry weh maksud kau?,0
929,safe,"Boleh bu, kalau ada yang bakal pindah bulan itu. Kalau tidak keberatan bisa kabarin Bu. Terima kasih.",0
930,phishing,"TAHNIAH!! Anda telah memenangi hadiah sebuah kereta Alphard. Untuk maklumat, hubungi: <phone>/layari laman web kami di <link>",1
931,safe,Kalau ini gagal. Urg pindah haluan ke sana deh,0
932,phishing,"Maaf, hanya iklan penawaran pinjaman uang tunai tanpa jaminan KTA 5JT s.d 200JT dg KTP d KARTU KREDIT, Bunga Flat, simpan sms ni a/hub. 085717559229 ; 02199001886",1
933,phishing,Selamat!anda m-dptkan Hadiah Cek Tunai Rp. 15jt dari INDOSAT Pin_anda 277fg49 U/info pengambilan Hadiah kunjungi website indosat www.hadiah-indosat.blogspot.com,1
934,safe,"Yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external aja.. cari temen yang punya case nya.. entar datanya copy-in, paling maneh ngerjain di luar dulu aja ga di laptop itu",0
935,safe,Soalnya ini fitutnya lebih lengkap.,0
936,phishing,"NOTIS: Ini HR dari Petronas. Resume anda telah disyorkan oleh sistem JobStreet kami. Kami ingin jemput anda untuk interview online, sila lengkapkan registration di pautan ini: <link>",1
937,safe,nama1 bisa pakai flash buat animasi ga?? Atau pakai movie maker??,0
938,phishing,"Selamat bergabung di Tri, nikmati kuota 3GB utk 30 hari.Kuota akan diperpanjang otomatis selama pulsa cukup. Nikmati bonus kuota berlipat hingga 1GB setiap perpanjangan. Kartu otomatis menjadi non-aktif jika dlm waktu 3 bln tdk ada aktivitas sama sekali",1
939,safe,aku teringat si robot kecil yang miss tunjuk haritu je. macam sama je lebih kurang,0
940,phishing,"SEGERA! Nombor telefon bimbit anda 07xxxxxxxxx telah memenangi hadiah bonus pemanggil RM200 pada 02/06/03! Ini merupakan percubaan ke-2 untuk menghubungi ANDA! Hubungi 09066362231 SEGERA!""",1
941,phishing,"Kapan lg beli paket Flash mulai 1,3GB di MyTelkomsel dpt Extra PULSA Rp 50rb? Utk pembelian pertama sjk 25Aug - 25Sept. Cek detail paket di tsel.me/mytsel1",1
942,phishing,Hi awak… saya kenalan keluarga awak… saya sekarang dalam hospital… accident… boleh bantu kewangan sikit?,1
943,safe,"besok jam berapaa? harus jadi ih, udah 2 kali skip 😂",0
944,safe,Ko gtu ya parah bgt masa jam kerja ngeroko. Biar dapet inspirasi meren ya,0
945,safe,jadinya korang memang stay hotel jela??,0
946,phishing,"SMLT_Anda m-ndpt Hadiah TOYOTA ALL New AVANZA, dr TELKOMSELpoin, Pin pemenang anda b89c7h9. U/INFO Lebih lengkap kunjungi: http;//gebyartelkomsel.juplo.com",1
947,safe,Bu mau mastiin ketemu di jica kan Bu?,0
948,phishing,"Paket BRONET 2GB 60hr 24jam sudah aktif. Nikmati internet 2GB berlaku hingga jam 23.59 aktif s.d 27-10-2016. Promo AXIS lainnya, telp *123#. Info838",1
949,phishing,"toko bursa cuci gudang diskon 60% BB DAKOTA ; 2,3 JT, TOCH ; 1,6 JT, GEMINI ; 1 JT, LAPTOP INFO : 085322222369 PIN BB : 2A6FB800E www.shopinbursabb.blogspot.com",1
950,phishing,Mau BONUS KEREN dari Indosat ooredoo? Ketik *345# dari HP kamu sekarang juga..!!,1
951,safe,"takpe aku try test one language dulu. kalau one language je laptop aku dah boleh goreng telur, kita tutup mata saje",0
952,safe,Untuk ayam bakar atau rica rica brp Pak?,0
953,phishing,Hai! Cuba Grab untuk tempahan teksi yang cepat dan selamat. Klik: <link>,1
954,safe,Matikan services spt antivirus dll.,0
955,phishing,Pengesahan Akaun: Anda tidak melengkapkan proses e‑KYC. Akaun akan suspended 12AM ini. Lengkapkan: <link>.,1
956,safe,aku okeii je,0
957,safe,aku belikan,0
958,phishing,"PROMO CUCI GUDANG Blackberry, samsung, apple, dan laptop beli 2 dpt 3 info call : 082193609797, pin bb ; 27514362 FB ; caturgadget@ymail.com",1
959,safe,tak sama lecturer,0
960,phishing,"Hai, saya kenalan awak… sekarang tengah ada masalah nak bayar sesuatu yang urgent… boleh bantu kewangan sikit?",1
961,phishing,Belikan dulu mama pulsa simpati 20 ribu ini nomor barunya mama 081223052854. kalau bisa kirim sekarang secepatnya penting. Ini hpnya orang mama pinjam,1
962,safe,"Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1 :(",0
963,safe,Jadi kapan kita meet upnyaa nih temaan temaan?,0
964,phishing,Anda sedang menikmati Paket Reguler dgn sisa kuota 209715 KB.Dapatkan beragam Paket INTERNET HEMAT Tri di *123*3#,1
965,phishing,"Hai Apa Kabar? Ada Bonus Meriah Cukup isi pulsa minimun Rp 5 Ribu s.d 15 November, kamu langsung dapatkan 300 MB GRATIS. Ayo isi pulsa! Bonus utk 3 hari. RL044A",1
966,safe,Oh udah yah haha aku bingung jd gimana udh ketinggalan banyak chat,0
967,safe,Gak takut kok. Tp emang blm mau. Gatau sampe kapan kwkw,0
968,phishing,"TOP100 CELLULER Discound 25% BB DACOTA RP. 3,9 jt, BB ONYX3 Rp 3 jt, BB GEMINI Rp  1 jt, Laptop\KAMERA, iphone ; dll, info kunjungi www.top100-celluler.com pin ; BB, 2A95596A",1
969,phishing,"TERKINI: Sumbangan Tunai Rahmah (STR) fasa 3 - Isi rumah pendapatan kurang RM2,500, layak terima sumbangan sehingga RM3,500 bergantung kepada bilangan anak. Cara memohon, KLIK JOIN: <link>",1
970,phishing,"Pelanggan Yth, Selamat, Anda men-dpt hadiah dr: Pengundian PT . INDOFOOD POPMIE pin anda FH53X77, U/info klik:www.pop-mie-indofood.webs.com",1
971,phishing,"Maaf mengganggu anda. Saya Ahmad Azman, seorang broker saham untuk Malacca Securities. Saya telah cuba menghubungi anda berkali-kali tetapi tidak mendapat sebarang maklum balas. Sila tambahkan saya di WhatsApp, kerana saya mempunyai beberapa maklumat untuk disahkan dengan anda, WhatsApp: http://wa.me/601121752449?HfW=Hk2Nl6",1
972,safe,"Weh aku tengah susun plan nak balik kampun, kau jadi balik tak nanti?",0
973,safe,okeii takpe jee,0
974,phishing,Pengesahan akhir diperlukan untuk aktifkan eWallet baharu anda. Proses ini mengambil masa 30 saat: <fake-link>,1
975,safe,Tp baru tau teori doang sih...... Da blm ngerasain yg rumit2,0
976,safe,Diagnosa mana? Di pasien_irj ga ada diagnosa,0
977,phishing,RM0-(PAYMENT HOLD) Pembayaran ShopeeFood anda ditahan kerana verification gagal. Sila kemas kini maklumat: <link>,1
978,safe,"ya masuk aja, belum ada tugas/quiz kok. cuma perlu ngejar dikit. Materinya sekarang sudah sampai location aware app. pertemuan berikutnya masuk ke sensor.",0
979,safe,sumpah aku rasa dia mati kalau kau takde ni,0
980,safe,Pak mau pesen nasi goreng spesial 2 bungkus ke Graha desilla kmr 14.,0
981,safe,Mau naik gojek tapi ga ada driver kayanya :( padahal bawaan banyak :(,0
982,phishing,ID Apple: [BUXCX7GBVwWCcOD Pemberitahuan Akhir Apple 1D anda akan tamat tempoh hari ini. Cegah perkara ini dengan mengesahkan ID Apple anda di https://verifyappIe.my Apple Inc,1
983,safe,"Ada teh dikpad, ini kontaknya ####",0
984,phishing,TOKO RAHMAT ABADI BIG SALE 50% Blackberry/Iphone Ipad/Samsung Laptop/DLL Info Hub Sms: 085774280447 PIN: 26AB6BEE Atau Cek di: www.abadi-shop47.blogspot.com,1
985,phishing,"Assalamualaikum,,saya kena tahan polis sebab ada isu bilik sewa. polis suruh bayar RM750 dulu untuk lepaskan. Jangan call saya, polis tak bagi. boleh tolong transfer cepat?",1
986,safe,"Sudah pak di email, saya cantumkan direct link juga diemail kalo misalkan file google drive tidak bisa di download",0
987,phishing,"Kak, kirimkan dulu pulsa25rb di no baruku ini 085377771822",1
988,safe,Load controller bisa di construct mad? Kmren aku coba ga bs terpaksa di dlm fungsi,0
989,safe,"Eh gatau, td Bagus yang nanyain",0
990,phishing,Slmt!! No Anda Men-dptkan Hadiah dr Pengundian Poin Plus Plus INDOSAT No Pin(d377hi8) info Pemenang silahkan klik www.kejutan-indosatpoinplusplus2013.webs.com,1
991,safe,Kasih norek aja kesebelah. Siapa tau ada yg mau. Mereka jg punya hak untk udunan wkwk. Bilang bts waktu trfr. Kalau ada niat pasti segera kok.,0
992,phishing,Isi ulang Pulsa Rp.5000 Regular oleh PUTERA SUKSES pada 11/02 19:57.Ref:78330280.GRATIS PULSA sd 250rb hg 7Hr 7Mlm.Ktk:GRATIS krm ke 123,1
993,safe,kau tak nak gi check doc ke,0
994,phishing,Plg/Yth!! nomor anda resmi terpilih sebagai pemenang hadiah ke-2 dari PT.M- tronik No Pin: 2g43f79 U/Info pengurusan hadiah anda klik:www.gebyarmtronik.tk,1
995,safe,.sambl nunggu itu.. Gimana kalo ngerjain form formnya aja dulu,0
996,phishing,SIM Card anda M-dptkan HADIAH 1 YUNIT MOBIL TOYOTA YARIS No.pin pemenang Anda [8JF2177] U/INFO www.hadiahtricare.blogspot.com,1
997,phishing,"Koinmu tinggal dikit untuk lanjutin gamesmu? Beli pakai pulsa aja Bro, cek http://tsel.me/jajanonline",1
998,safe,kamu kapan ke bandungg??,0
999,phishing,"Yank, isikan dl pulsa di no as ini 085323048677 nanti gw gantiin.Penting bget nih krn barusan bos gw nelpon gw tgguin yach…",1
1000,safe,kau memang mantap,0
1001,safe,Pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak ?,0
1002,safe,Tp belum pasti ya. Kalau ada temen mah mau. Soalnya ga ada halangan untuk hdr kyknya hihi,0
1003,safe,Waaah keren kang,0
1004,phishing,"Kesempatan menjadi agen pulsa/ALL Operator MKIOS, Harga murah; 5=4500, 10=8500, 20=18000, 25=22000, 50=45000, Ketik GABUNG Kirim ke 087775777917",1
1005,safe,nama1 di kosan gaaa? Mau numpang dooong,0
1006,safe,"tapi sebab aku tak kenal yang lain, ambik jela kawan aku tu",0
1007,safe,"Assalamualaikum pak, mau nanya seputar mobcom sp, apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti aja pak? Trims",0
1008,safe,Kalo udah ad progres besok aja jam 2an kesini..,0
1009,phishing,INFO RESMI PT.INDOFOOD slmt No.anda T.dftar pmnang ke2.POP MIE 2013 Meraih HADIAH 1 Unit 'NISSAN JUKE' dgn pin;12xb9v2 U/info kunjungi www.popmie200.webs.com,1
1010,safe,"Ayo nama1 semangat skripsian yaaah biar cpt lulus, kerja, dan cpt nikah wkwkwk",0
1011,safe,"Selain itu saya punya ide untuk menggabungkan beberapa device HP sebagai sumber sensor, misal untuk deteksi longsor atau gempa ini terkait trend sekarang: iOT (internet of thing), silahkan bagi yg tertarik :)",0
1012,safe,EMM YE AH TU,0
1013,safe,"Paling seikhlasnya aja, yg mau nyumbang mangga, yg ngga, mangga gt",0
1014,phishing,"Selamat,Anda M-dptkan Hadiah 1 Unit Mobil HONDA JAZZ & UANG TUNAI 35JT Rs Dr PT.TriCare PIN Pemenang Anda;477bfg7s. U/info klik: www.tricareindonesia.com",1
1015,safe,Wihh nyimper kopernya dmn? Motor gigi kan?,0
1016,safe,kau takde tanya kee progress update,0
1017,phishing,"Sayang belikn aq pulsa di nmr ini, 085215126428, nanti aq yg telp km, ini aq pake hp tmn, skrg yacc!",1
1018,safe,itulaa tak sure laa haritu kita try launch cam tak keluar punn,0
1019,safe,Kalo engga belakang aqila ada 600/bulan gatau masih apa engga deh,0
1020,safe,hi awak… kita pernah jumpa masa event dulu kan… still ingat tak 😄,0
1021,phishing,Saatnya pindah ke jaringan 4G TERCEPAT. Tukar kartu Anda di Gerai IndosatOoredoo Jl.Jend Soedirman-Purwokerto &dptkn bns Rp25rb (utk Nelp/SMS ke IndosatOoredoo),1
1022,phishing,Permohonan log masuk anda dari peranti Windows tidak dapat disahkan. Sila sahkan ia adalah anda: <fake-link>,1
1023,phishing,INFO RESMI Tri Care SELAMAT Nomor Anda terpilih mendapatkan Hadiah 1 Unit MOBIL Dri Tri Care Dengan PIN Pemenang: br25h99 info: www.gebeyar-3care.tk,1
1024,phishing,"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",1
1025,safe,"Mudah2an ya dil, besok mau coba ke telkom lg, doain yah (tear)",0
1026,safe,Aku teh cuma bawa celana jeans yg tua tp jilbabnya yg muda -_-,0
1027,safe,minggu ni je sebab macam sedikit rushing,0
1028,phishing,"TAHNIAH!! anda mendapat hadiah RM500. Dari titik UMOBILE ""Edisi September"" Hubungi pejabat pusat",1
1029,safe,Engga tau sep ntr di kosan aku cek sepertinya tidak ada semalam aku liat,0
1030,phishing,"Hayu dateng, mumpung ada ustad Fatih karim,beliau yg mengislamkan ustad Felix siaw",1
1031,safe,nama1 seharusnya cuman nambah table daftar_ulang_ird + kalau ada masternya. Yg lain kita samain aja ya pake yg aku data_pasien (2).sql,0
1032,phishing,"Jangan sampai kalah Bro, games mu bisa terbantu dengan menambah koinmu, beli aja pakai pulsa, cek caranya di http://tsel.me/jajanonline",1
1033,safe,"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh.",0
1034,safe,"supaya kita bisa mulai cepat, tolong posisi duduknya diatur dari awal, diberi jarak satu kolom kosong selang seling.",0
1035,safe,"Maaf, pulsa Anda tidak cukup untuk melakukan pembelian paket Flash yang dipilih. Silahkan isi ulang pulsa Anda.",0
1036,phishing,"Mau internetan kuota BESAR dan harga MURAH? Buruan cek di *345#, penawaran ini khusus nomor kamu & cuma berlaku sebelum 16 Juli 2016",1
1037,safe,Bisa bu...buka jam 11 bu,0
1038,phishing,"Ketik FLASH<spasi>INFO kirim ke 33636 utk status paket kamu. Loopers! Dptkan info tren anak muda, challenge & pembelian paket di loop.co.id & follow@loop_id",1
1039,safe,tapi kawan kita buat dapat,0
1040,safe,Baru ngeh chatnya maafkan (maaf),0
1041,phishing,"Seru banget main 8 Ball Pool, pakai pulsa bisa banget loh Bro untuk beli koin games lainnya, cek caranya di http://tsel.me/jajanonline",1
1042,phishing,Jalani ibadah Haji dg nyaman tnpa prlu ganti kartu lokal.Nikmati GRATIS 2menit/hr trima telp dr IndosatOoredoo&Internet UNLIMITED Rp30Rb/hari.Info: *122*1# PAI3,1
1043,phishing,Hanya HARI INI!!! Cuma dengan seribu kamu langsung dapat 200 MB untuk 3 hari. Cukup balas SMS ini dengan ketik yA4. Buruan beli sekrang TL049B,1
1044,safe,basically kena make sure dataset kita tu paling cantik as possible so accuracy tinggi,0
1045,phishing,"PENAWARAN KHUSUS! BONUS KUOTA 500MB (1hr)! Cukup isi ulang min. 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T536",1
1046,phishing,Nasabah yth.rekning tbungn anda ERROR&hrus di monitor ulang agar bisa di gunakn kmbli.maaf sblum ke kntor hrap hub pk ARYADHI dlu di.0816288602.tks,1
1047,phishing,Spesial untuk Anda! Paket Internet Hemat Kuota berlimpah. Hanya Rp35 Ribu kuota 2.5 GB/30 hari. Aktifkan sekarang juga di *550*905#. Buruan..! SKB,1
1048,safe,bagitau madam,0
1049,safe,aku takut gitu sebabnya before aku tadi,0
1050,safe,Okeyyy malem aja ya bahas apa ajanya yg dibawa,0
1051,phishing,"Plg yth, selamat nomor 3Care anda terpilih mendptkan Hadiah Cek tunai Rp.45jt dr program Undian 3care PIN:7711CA88 Info klik: www.tricare2016.jimdo.com",1
1052,phishing,Mau Nissan Juke?Ayo beli POPMIE skrg dan kirim kodenya di *200*200*Kodeuniq# siapa tahu kamu pemenangnya.Hati2 penipuan CS:02171790989 klik http://goo.gl/dm7PK,1
1053,phishing,86941 DiGi Tunggakan bil RM18.90. Laksana pembayaran segera untuk elakkan gangguan talian: <link>.,1
1054,safe,Jam brp brpnya bsk kabarin kalau ngumpul sore ini bisa yaaaa,0
1055,safe,thank you korang,0
1056,phishing,Download dan rasakan serunya game-game premium pilihan hanya di *900#,1
1057,phishing,Terima kasih telah melakukan pengisian di counter kami WAR PUL CELL. Info: kami Melayani pembayaran tagihan PLN,1
1058,safe,"Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(",0
1059,safe,Kalau agus atau sept blm bisa menjamin ada kalau sekarang ada yang kosong,0
1060,safe,Beli es kelapa depan d besto teh,0
1061,phishing,Tingkatkan nilai isi ulang Anda selanjutnya minimal Rp10ribu untuk bisa mendapatkan Paket MURAH PAS di *100*999#. Info 188.,1
1062,phishing,"Terima kasih telah menjadi pelanggan setia Indosatooredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",1
1063,safe,Mohon maaf pak semalam saya Sudah konfirmasi tidak ikut remedial. Tapi di nilainya kenapa ikut remedial,0
1064,phishing,"Terkini, ungkapin apa yang ada dipikiranmu lewat sticker line, beli pake pulsa TSel https://store.line.me/ download di stickershop",1
1065,phishing,"Salam kak, saya courier ninjavan. Barang kak kena tahan sebab weight discrepancy. Kena bayar RM2.70 sebelum boleh release. <link>",1
1066,phishing,Nikmati nelpon dan SMS UNLIMITED ke sesama Indosat Ooredoo internetan sepuasnya 3 hari dengan paket Ramadhan Unlimited. ketik *123*88#,1
1067,phishing,BEBAS ekspresikan dirimu bersama Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,1
1068,phishing,"Sila maklumkan, akaun Touch ’n Go eWallet anda akan ditamatkan dalam masa 1 jam jika tidak disahihkan. Klik untuk verify: <link>",1
1069,phishing,INFO RESMI PT.TRI CARE PIN Pemenang ( 8jf2177 ) anda m-dptkan HADIAH I unit TOYOTA YARIS U/Info cek pin klik: www.tricare2015.blogspot.com,1
1070,safe,Nanti aku push aja ya kuota modem lg hbs,0
1071,safe,"Aku ada spagetti, tp usah kaldaluarsa belum yah",0
1072,safe,"Pokonya kalau ada yang mau push bilang aja usahain, bisi barengan push nya. Terus kalau push, pull dulu.",0
1073,phishing,Surat Keputusan dr Tri Care No.XV/2015 PIN Pemenang Anda=M902CX8J Mendapat Cek Rp. 35juta. U/Info klik www.info-3careindonesia.tk,1
1074,phishing,"HARI INI Freedom Combo XL Rp89rb (normal Rp149rb). DOUBLE kuota 5GB+5GB(4G)+ PROMO 10GB(4G), UNLIMITED nelp & SMS ke Indosat Ooredoo. Ketik FREEDOM XL ke 363",1
1075,phishing,NOTIS Nama anda kini sedang diproses untuk Tindakan Mahkamah. Sila bayar bil O/S anda dengan segera dalam tempoh 48 jam. Hubungi 0162164672 Cik Suzana untuk maklumat lanjut.,1
1076,safe,"Rumah aku Gais, lewat pager garasi, karna pager orangnya ditutupi rumput liar hehehehe",0
1077,phishing,Manfaatkan segera creditCard anda utk apply pinjaman 20-250jt ada cashback berminat hub: Bintang 021-27450166.tks,1
1078,phishing,"Dijual ticket SUPER JUNIOR TGL 28/29 APRIL dan LADY GAGA TGL 03 JUNI harga Gold=2,25jt tribun3=1,25jt info hub;0853-9937-1888 lady-ticket.webs.com",1
1079,phishing,RM0 Terdapat baki tunggakan KAD KREDIT utk akaun Ambank/MBF dan sebelum dihanar ke AGENSI KUTIPAN HUTANG.Hubungi Aiqon 03--2614--7911 atau W/App 01--2562--7900,1
1080,safe,Maaf Anda tidak bisa mengaktifkan paket FLASH ini karena nomor anda tidak terdaftar,0
1081,phishing,Gunakan GrabCar atau GrabTaxi & dapatkan diskon 35RIBU ke dan dari Stasiun/Bandara di Bandung. Masukkan kode promo GRABTRAVEL hingga pemakaian 30 September 2016. Hatur Nuhun.,1
1082,phishing,"Pelanggan PAYTM yang dihormati, KYC Paytm anda telah tamat tempoh. Hubungi khidmat pelanggan No. 6200992462 dengan segera. Akaun anda akan disekat dalam masa 24 jam. Terima kasih PASUKAN PAYTM.",1
1083,safe,Penggunaan terakhir anda adalah 35417.00 dan telah memenuhi pemakaian pulsa minimum. Masa aktif kartu anda diperpanjang selama 30 hari dan akan aktif sampai 04/10/2016,0
1084,safe,"Ngajak wida tuh, kan beliau habis seminar. Hihip",0
1085,safe,milestone tu yang task kita tu ah kot,0
1086,safe,"Pas sma gak pernah, tp kuliah disini org tua aku udah 2x pulang kampung",0
1087,phishing,"Nasabah Bank BRI Yth, Selamat Anda Mndptkan Cek Tunai Rp.27jt dari BANK RAKYAT INDONESIA Pin : (ijh76k79) u/Info klik dan Kunjungi :www.hadiahBRI.blogspot.com",1
1088,phishing,"RM0 MCC:Bayaran penuh tunggakan kad kredit Tn/Pn masih lagi belum diterima. Oleh itu,dimaklumkan bahawa kes Tn/Pn telah diserahkan kepada firma guaman Bank kami.Firma guaman akan menghubungi Tn/Pn berkenaan urusan kes ini.",1
1089,safe,weh bro lama gila tak jumpa 😭 kau okay tak sekarang,0
1090,phishing,Had akaun anda dinaikkan buat sementara waktu. Sahkan peningkatan had: <fake-link>,1
1091,safe,Oo kalau kamu misalnya lanjut brp dit?,0
1092,phishing,Nikmati Discount 20% di Bakmi GM setiap hari hny dgn TCASH TAP! S&K berlaku. Info tsel.me/tappromo,1
1093,safe,Kalo nonton hr ini mahal yah? Week end,0
1094,phishing,Ini Rekeningnya BRI. Rek: 0881-1010-3433-4506 A/n.RASTO MURDOYO.,1
1095,phishing,Hanya transfer ke akaun MAYBANK 0233-293-922 jika anda sudah mendaftar di nombor ini!,1
1096,phishing,BSNOTICE Pembayaran pinjaman anda gagal diproses kerana nombor akaun tidak sah.Sila kemas kini maklumat: <link>,1
1097,phishing,"Tolong saya kak, saya accident sekarang dan phone rosak. Ini phone kawan saya. Saya perlukan RM900 untuk bayar hospital dulu... Nanti saya bank in balik petang ini. Tolong sangat… 🙏",1
1098,phishing,NETFLIX: Selamat Datang! Lihat Faedah Terkini Anda: https://netfiix.co/tpneaBc Kadar Mesej&Data Mungkin Dikenakan,1
1099,safe,"iya, makanya aku butuh data kalian teh soalnya datanya dari sana. tapi harus ada RJ atau RD.",0
1100,safe,Jadinya aku ambil bulanan sampe desember. Tapi sekamar berdua sama sodara aku,0
1101,safe,iye..,0
1102,phishing,TAHNIAH ! Anda layak untuk program bantuan rumah B40 sebanyak RM1800.0. Sila mohon melalui portal rasmi berikut:<link>,1
1103,safe,"Jangan di agendain, suka ga jadi wkwkwk",0
1104,phishing,"PESAN RESMI DARI PT3CARE berkat isi ulang pulsa No. anda RESMI mendapatkan hadiah.Rp. 100 juta dari 3CARE dengan PIN. pemenang anda (b8337h9) u/info klik, www.hadiahlpt3care959.blogspot.com",1
1105,safe,Boleh yang di depan ramen aa gpp jam 12.39 ya,0
1106,safe,nama1 itu msh pake db aku yg lama itu msh anomali bisa nyesuain ga,0
1107,safe,MALU PULAK,0
1108,phishing,"Bpk/Ibu Yth, Pemilik No.08994150xxx PIN Undian:4881247 Resmi m-dptkan Rp.15jt Cs: 02199545139 atau Klik: 3care2016.com",1
1109,safe,panjang eh,0
1110,phishing,"PLENETCELL Cari agen U/jual pulsa All operator Harga pulsa, P5=4500 P10=8500 P20=17rb Untuk info ketik:INFO kirim ke: 085280948777 Atau Hhb CS: 082328823345",1
1111,phishing,Keputusan resmi 3care selamat No.anda Terpilih M'dpt Tabungan Rp.35jt Pin:M902CX8J info kelik www.programisiulang3care.tk ,1
1112,phishing,Promo diperpanjang! Gratis MIFI(modem) 4G hanya untukmu. Tunjukan SMS ini di Galeri Smartfren & isi pulsa 100rb utk bawa pulang MIFI favoritmu. s/d23Nov. DL40K,1
1113,phishing,Perhatian Ibu Bapa: Yuran PIBG anak anda belum diterima. Selesaikan transaksi: <fake-link>,1
